"price","brand","mileage"
48400,"ford",24783
26500,"ford",148442
46200,"ford",34191
9300,"ford",82072
13500,"ford",104559
27600,"ford",13265
7400,"ford",133314
26500,"ford",22458
26000,"ford",70106
24500,"ford",23712
2100,"ford",101848
16700,"ford",14994
17500,"ford",59726
17000,"ford",16448
22500,"ford",28801
34500,"ford",28938
16600,"ford",19022
7500,"ford",93832
34500,"ford",25046
25000,"ford",22318
36000,"ford",17301
23700,"ford",27413
28600,"ford",39733
23500,"ford",74195
25300,"ford",44383
24900,"ford",19151
20300,"ford",188394
23400,"ford",2452
14600,"ford",36252
25500,"ford",27136
14700,"ford",35951
33700,"ford",35221
33400,"ford",33808
34000,"ford",32022
17500,"ford",34173
14100,"ford",24272
30000,"ford",19055
16500,"ford",34822
30600,"ford",15422
12800,"ford",24765
26000,"ford",23019
46000,"ford",38243
28500,"ford",16509
24300,"ford",18762
29000,"ford",28854
15300,"ford",17392
27900,"ford",13558
24700,"ford",27082
14400,"ford",17510
15000,"ford",24662
17200,"ford",96076
12800,"ford",22858
46900,"ford",740
2800,"ford",110748
16200,"ford",25090
25200,"ford",7
34800,"ford",34277
52000,"ford",34527
26000,"ford",99923
40600,"ford",39170
55000,"ford",16569
5000,"ford",80612
36400,"ford",36616
7500,"ford",92165
14700,"ford",44778
43900,"ford",2089
6400,"ford",91652
41100,"ford",35801
23000,"ford",88781
13900,"ford",36978
19000,"ford",189776
34800,"ford",35233
22000,"ford",151641
16300,"ford",37044
18800,"ford",15835
13000,"ford",201187
40900,"ford",41928
47000,"ford",37059
12800,"ford",33763
25500,"ford",29850
17800,"ford",26675
25700,"ford",17828
17200,"ford",29632
35000,"ford",11544
28800,"ford",21976
39200,"ford",43617
13600,"ford",49254
24200,"ford",51589
46900,"ford",41399
26500,"ford",11734
24700,"ford",41628
12600,"ford",15075
31800,"ford",26591
24500,"ford",22906
26000,"ford",33462
21000,"ford",32747
22500,"ford",33717
7700,"ford",85218
23100,"ford",23512
9200,"ford",57853
19600,"ford",33324
11700,"ford",23803
27300,"ford",31260
14300,"ford",69428
23600,"ford",15755
6200,"ford",90946
22400,"ford",51370
5700,"ford",99941
23600,"ford",15456
4600,"ford",141603
37500,"ford",2382
10700,"ford",99544
31900,"ford",21546
31600,"ford",16293
12600,"ford",40375
5300,"ford",143191
3900,"ford",363
13000,"ford",59656
11800,"ford",37878
24600,"ford",20628
14500,"ford",71205
24300,"ford",26186
12300,"ford",38157
14800,"ford",30325
17100,"ford",31561
6800,"ford",66655
20300,"ford",19029
26300,"ford",11739
22500,"ford",50423
41200,"ford",25638
20400,"ford",59798
49900,"ford",5035
12100,"ford",32284
24000,"ford",40371
9500,"ford",107569
9000,"ford",96451
9800,"ford",94851
7800,"ford",108727
17200,"ford",91979
18800,"ford",76258
9800,"ford",147574
7000,"ford",104764
44000,"ford",16934
23400,"ford",13822
30700,"ford",5250
15600,"ford",33451
22600,"ford",14291
22900,"ford",16725
22800,"ford",13002
22700,"ford",18902
23000,"ford",9732
22700,"ford",18947
23000,"ford",8402
34400,"ford",17450
36500,"ford",53986
23100,"ford",15848
23300,"ford",10770
22600,"ford",14587
4500,"ford",98625
23000,"ford",10916
8000,"ford",107173
11500,"ford",10134
9400,"ford",43056
23000,"ford",10655
2800,"ford",173601
22600,"ford",14231
23000,"ford",8985
5200,"ford",84338
19200,"ford",104290
10100,"ford",45592
6200,"ford",103960
14000,"ford",110333
5000,"ford",138516
9200,"ford",49094
14700,"ford",97526
3000,"ford",87420
30200,"ford",67052
3800,"ford",58913
3200,"ford",999999
21500,"ford",14482
4900,"ford",57084
23000,"ford",90251
11200,"ford",97320
10400,"ford",80652
13200,"ford",99816
5200,"ford",115429
10500,"ford",85549
11900,"ford",83030
21200,"ford",130168
23500,"ford",80090
4700,"ford",118593
11100,"ford",143704
22000,"ford",53507
14000,"ford",48408
9200,"ford",109672
23300,"ford",28549
21700,"ford",114500
11200,"ford",67140
11300,"ford",42168
4200,"ford",80032
10900,"ford",52240
42300,"ford",34874
10500,"ford",119689
43400,"ford",37355
12500,"ford",100947
15900,"ford",26040
42500,"ford",36638
15000,"ford",137004
24700,"ford",31794
15500,"ford",131106
49000,"ford",22013
29000,"ford",42291
16800,"ford",13155
51000,"ford",24869
16500,"ford",18454
10000,"ford",16694
27900,"ford",28922
23700,"ford",23534
20000,"ford",24581
45600,"ford",35646
6000,"ford",129873
15600,"ford",28669
25000,"ford",32454
28500,"ford",21800
8000,"ford",231769
19990,"ford",23796
34400,"ford",42506
30999,"ford",6249
41000,"ford",47496
27999,"ford",10700
42000,"ford",39604
8000,"ford",250831
29795,"ford",7275
24700,"ford",8806
13995,"ford",105115
2900,"ford",57340
35400,"ford",36167
24549,"ford",44941
8900,"ford",53102
15800,"ford",26637
18500,"ford",45814
32000,"ford",17310
28300,"ford",24116
10500,"ford",14128
24970,"ford",49882
13800,"ford",38964
2580,"ford",102705
59975,"ford",71
2500,"ford",98620
28990,"ford",15825
50000,"ford",29499
33800,"ford",100255
59975,"ford",174
2500,"ford",167552
46999,"ford",16956
16700,"ford",36896
34700,"ford",77281
28900,"ford",24795
30800,"ford",16771
27100,"ford",28692
13388,"ford",113821
26000,"ford",19793
17900,"ford",27940
23400,"ford",24987
29800,"ford",18367
23700,"ford",14109
1725,"ford",158781
33995,"ford",27369
23500,"ford",30208
32500,"ford",24024
2500,"ford",64999
39000,"ford",8404
11000,"ford",8884
32500,"ford",24126
800,"ford",129659
26900,"ford",31713
11200,"ford",109996
21000,"ford",6821
32000,"ford",17867
7300,"ford",110253
12800,"ford",39364
24190,"ford",4018
29100,"ford",21054
29000,"ford",48309
17300,"ford",68666
19888,"ford",34071
31000,"ford",13600
37200,"ford",44956
8600,"ford",72607
24857,"ford",33815
23500,"ford",31491
26100,"ford",32149
10800,"ford",26654
20995,"ford",36637
29300,"ford",17000
33100,"ford",15960
13800,"ford",40774
19498,"ford",40338
14900,"ford",40505
8700,"ford",30735
20600,"ford",33965
5000,"ford",7339
19995,"ford",42470
14900,"ford",40670
19500,"ford",41233
24500,"ford",13162
15000,"ford",38744
26985,"ford",14023
31000,"ford",9741
24300,"ford",31017
16800,"ford",37786
17200,"ford",32415
34995,"ford",10421
24300,"ford",29305
26400,"ford",51309
16800,"ford",38001
15500,"ford",18849
19440,"ford",43269
16700,"ford",36989
29000,"ford",29320
16100,"ford",34244
17200,"ford",32938
20950,"ford",40793
46200,"ford",94741
29400,"ford",25011
2825,"ford",363810
32999,"ford",6881
6600,"ford",80423
50200,"ford",92405
28300,"ford",15436
12000,"ford",104665
32999,"ford",16194
12600,"ford",48188
5200,"ford",65164
20500,"ford",35930
1200,"ford",167376
35999,"ford",13674
41000,"ford",9235
33100,"ford",103002
23500,"ford",12836
18799,"ford",137728
33999,"ford",6921
35000,"ford",14359
26100,"ford",58118
15400,"ford",31124
25998,"ford",25734
31831,"ford",14059
40400,"ford",13472
15400,"ford",123983
13500,"ford",35023
25995,"ford",39509
27990,"ford",4512
23985,"ford",51884
27995,"ford",4181
13995,"ford",56703
29988,"ford",4712
12995,"ford",102800
21687,"ford",7109
25200,"ford",100943
29590,"ford",3915
28999,"ford",15550
13942,"ford",62542
15300,"ford",38370
35400,"ford",671
32700,"ford",61477
13995,"ford",73891
1850,"ford",168805
15800,"ford",82564
36000,"ford",85649
15495,"ford",48374
21500,"ford",11990
7200,"ford",64111
17589,"ford",28771
31700,"ford",126708
31790,"ford",27165
18100,"ford",106546
14495,"ford",54778
15000,"ford",11729
26400,"ford",85197
27990,"ford",19130
19700,"ford",72369
15300,"ford",59646
22000,"ford",68418
23999,"ford",8400
16488,"ford",45084
12784,"ford",67037
23400,"ford",64135
9705,"ford",72377
25999,"ford",39367
34977,"ford",46540
19000,"ford",40677
15995,"ford",69438
13487,"ford",96246
18707,"ford",69719
15290,"ford",75933
15600,"ford",54325
47000,"ford",24902
16080,"ford",31793
50000,"ford",16505
15268,"ford",74361
47500,"ford",27868
18497,"ford",34011
10000,"ford",19993
19995,"ford",48115
49000,"ford",22543
17150,"ford",67091
45000,"ford",28790
14295,"ford",59391
49000,"ford",18449
16190,"ford",71824
49000,"ford",19304
17899,"ford",39159
26000,"ford",18708
14000,"ford",79430
15500,"ford",12393
16888,"ford",56329
28000,"ford",12155
8305,"ford",63291
21822,"ford",36041
15500,"ford",25810
12500,"ford",130388
15995,"ford",23878
16000,"ford",15460
38200,"ford",46710
12995,"ford",65342
14488,"ford",64061
17500,"ford",93164
21995,"ford",35629
8500,"ford",118483
16593,"ford",71573
13000,"ford",33660
14247,"ford",61168
23500,"ford",42241
16999,"ford",21004
25000,"ford",45003
20159,"ford",45278
31000,"ford",1
22500,"ford",24747
29500,"ford",48707
59900,"ford",2162
24000,"ford",50874
20500,"ford",70727
27200,"ford",29382
24900,"ford",33194
24500,"ford",52084
34000,"ford",51122
28000,"ford",40286
27000,"ford",55420
34000,"ford",10282
42500,"ford",85278
33000,"ford",7258
10200,"ford",93350
25600,"ford",37166
16300,"ford",69480
26500,"ford",34679
36500,"ford",24151
25900,"ford",32796
22500,"ford",67979
29000,"ford",18690
825,"ford",78072
10500,"ford",54251
32000,"ford",32262
27700,"ford",92358
4000,"ford",90740
38800,"ford",35225
26200,"ford",129063
19500,"ford",49985
11700,"ford",52340
34000,"ford",21406
38600,"ford",16619
21500,"ford",41293
38500,"ford",37053
38500,"ford",34532
12000,"ford",13328
30500,"ford",56836
11300,"ford",48080
29500,"ford",12271
16100,"ford",97318
32500,"ford",12717
29000,"ford",12764
30000,"ford",19951
26000,"ford",32458
26000,"ford",21616
18500,"ford",17755
12000,"ford",73846
30000,"ford",15771
14700,"ford",29168
25000,"ford",159182
26550,"ford",15296
27000,"ford",30476
34000,"ford",131754
27500,"ford",26095
25500,"ford",22107
13500,"ford",31207
4000,"ford",112810
25700,"ford",19058
29000,"ford",109137
30500,"ford",24058
30000,"ford",6967
9000,"ford",118340
19000,"ford",36145
25800,"ford",33942
26500,"ford",38868
29300,"ford",36190
6300,"ford",37177
25400,"ford",39267
26000,"ford",33350
7000,"ford",57889
25900,"ford",34081
9700,"ford",26821
27000,"ford",40577
9100,"ford",52355
28000,"ford",30620
25700,"ford",22019
27500,"ford",36742
9400,"ford",32473
25500,"ford",43406
20500,"ford",34696
21500,"ford",43519
12800,"ford",37716
23900,"ford",41627
9400,"ford",29986
26900,"ford",41496
25500,"ford",20613
27000,"ford",33475
9300,"ford",32305
14400,"ford",38148
19000,"ford",39976
14000,"ford",50513
13600,"ford",31408
19200,"ford",41351
13600,"ford",32038
18600,"ford",38279
13700,"ford",30471
18200,"ford",41569
13800,"ford",31142
22000,"ford",31598
13700,"ford",31380
28000,"ford",22179
13800,"ford",29266
18600,"ford",42156
13700,"ford",30875
13700,"ford",30609
13800,"ford",29508
17700,"ford",12837
13900,"ford",29633
13900,"ford",27461
50500,"ford",74961
13600,"ford",32154
55000,"ford",37245
13800,"ford",29345
56000,"ford",25371
13800,"ford",30054
45800,"ford",11173
13800,"ford",30902
5500,"nissan",31231
14400,"nissan",10728
11450,"nissan",35374
11000,"nissan",36715
11450,"nissan",33437
11000,"nissan",36788
11200,"nissan",35491
11400,"nissan",33644
11450,"nissan",35831
11050,"nissan",35050
11400,"nissan",34924
11050,"nissan",34962
10850,"nissan",39985
10900,"nissan",38816
10450,"nissan",41579
10800,"nissan",40455
10850,"nissan",39996
10800,"nissan",41077
10850,"nissan",39183
10800,"nissan",40478
10900,"nissan",38806
10400,"nissan",45331
10500,"nissan",43531
10800,"nissan",41033
10800,"nissan",40332
11200,"nissan",22319
11100,"nissan",22305
12200,"nissan",36996
4000,"nissan",1
9000,"nissan",27611
14900,"nissan",26516
4600,"nissan",31397
6400,"nissan",18300
10400,"nissan",26743
7800,"nissan",15832
12300,"nissan",31939
10900,"nissan",31037
8500,"nissan",22521
7300,"nissan",31335
5900,"nissan",28315
20000,"nissan",83437
11200,"nissan",42250
14400,"nissan",45732
16500,"nissan",49185
13400,"nissan",45826
12500,"nissan",36844
6500,"nissan",104343
19800,"nissan",34138
8800,"nissan",34761
12800,"nissan",32656
8800,"nissan",34837
3500,"nissan",30099
750,"nissan",37088
10800,"nissan",41729
22300,"nissan",17195
8300,"nissan",43064
8300,"nissan",47510
8000,"nissan",52571
15200,"nissan",12129
6700,"nissan",62280
7500,"nissan",74859
10500,"nissan",59508
8400,"nissan",58529
7000,"nissan",24396
25500,"nissan",10317
4100,"nissan",37619
13900,"nissan",15160
1900,"nissan",91898
14700,"nissan",31198
1900,"nissan",144015
18800,"nissan",15621
7800,"nissan",54815
13500,"nissan",53011
8000,"nissan",56255
3300,"nissan",100225
7200,"nissan",54117
8000,"nissan",54119
1280,"nissan",162176
14000,"nissan",37655
3500,"nissan",101178
600,"nissan",206142
12500,"nissan",43187
5800,"nissan",105590
8000,"nissan",53903
2200,"nissan",73382
8300,"nissan",48977
7500,"nissan",77504
8000,"nissan",50871
3500,"nissan",107734
8000,"nissan",53098
2000,"nissan",159990
7800,"nissan",51552
8000,"nissan",54692
18500,"nissan",18611
8000,"nissan",51654
18300,"nissan",24046
7500,"nissan",65184
29800,"nissan",37398
21100,"nissan",19597
16200,"nissan",34122
6998,"nissan",43651
14700,"nissan",15387
19000,"nissan",264
7500,"nissan",58126
7998,"nissan",62921
10999,"nissan",43279
2900,"nissan",117844
8495,"nissan",45043
19925,"nissan",42837
9500,"nissan",42782
12750,"nissan",24629
22800,"nissan",35902
11621,"nissan",12840
11590,"nissan",63933
4700,"nissan",100079
11390,"nissan",37953
14500,"nissan",8677
12000,"nissan",11583
15000,"nissan",14320
7500,"nissan",19723
28000,"nissan",29554
17500,"nissan",39309
18000,"nissan",34951
13200,"nissan",35870
17000,"nissan",44423
6700,"nissan",92982
23300,"nissan",36844
26800,"nissan",33605
18200,"nissan",28009
18700,"nissan",41366
12900,"nissan",98354
16000,"nissan",39598
19400,"nissan",21009
10900,"nissan",28880
15800,"nissan",28626
19800,"nissan",14850
19000,"nissan",41096
18000,"nissan",12748
19800,"nissan",14531
19700,"nissan",15931
20100,"nissan",10875
19700,"nissan",31172
23400,"nissan",16248
23300,"nissan",18137
17500,"nissan",25664
17100,"nissan",31026
15800,"nissan",41287
13600,"nissan",43612
14400,"nissan",29545
19800,"nissan",24303
17200,"nissan",29661
20300,"nissan",18857
20500,"nissan",14470
16500,"nissan",42364
16000,"nissan",37108
14600,"nissan",26432
16300,"nissan",24174
15400,"nissan",30756
15800,"nissan",32473
15800,"nissan",22947
21400,"nissan",17127
15300,"nissan",20793
20100,"nissan",32519
11300,"nissan",26930
10700,"nissan",40839
16000,"nissan",44732
16600,"nissan",19292
15800,"nissan",24155
11600,"nissan",33369
15000,"nissan",28918
17600,"nissan",21623
36300,"nissan",16224
15600,"nissan",26406
14000,"nissan",27790
16600,"nissan",19182
12600,"nissan",11837
20900,"nissan",21774
12700,"nissan",17738
15600,"nissan",27206
18900,"nissan",20508
15700,"nissan",24987
21900,"nissan",21273
21700,"nissan",23863
14600,"nissan",31566
12000,"nissan",25261
21000,"nissan",20628
12500,"nissan",48765
15900,"nissan",30645
11800,"nissan",60158
9900,"nissan",39985
10600,"nissan",39208
10100,"nissan",45080
13300,"nissan",39247
10100,"nissan",46382
10300,"nissan",39893
10300,"nissan",41203
10300,"nissan",40648
24000,"nissan",31551
10400,"nissan",38761
10200,"nissan",42838
9500,"nissan",41557
10500,"nissan",41136
10500,"nissan",41141
3500,"nissan",115716
9300,"nissan",52260
14100,"nissan",22041
2425,"nissan",161836
925,"nissan",83720
11000,"nissan",37605
11000,"nissan",63738
2100,"nissan",155704
800,"nissan",234792
20400,"nissan",24143
375,"nissan",1
3000,"nissan",132655
15100,"nissan",28079
4000,"nissan",74906
19500,"nissan",53155
22600,"nissan",94258
6500,"nissan",65620
11800,"nissan",92878
20500,"nissan",25918
14200,"nissan",37830
22000,"nissan",13875
16200,"nissan",6024
4800,"nissan",76789
16000,"nissan",30409
14300,"nissan",44864
16800,"nissan",42397
11900,"nissan",16778
3000,"nissan",99767
15000,"nissan",34692
15200,"nissan",30721
18000,"nissan",53376
22700,"nissan",21282
3800,"nissan",81699
5475,"nissan",33048
11400,"nissan",10372
28100,"nissan",8889
3500,"nissan",127780
15200,"nissan",59640
1950,"nissan",83975
13400,"nissan",46178
12500,"nissan",34460
16500,"nissan",30594
16500,"nissan",39817
16500,"nissan",40419
13900,"nissan",35493
13900,"nissan",37073
1500,"nissan",98384
16500,"nissan",34640
13900,"nissan",38760
16500,"nissan",34841
13900,"nissan",35065
12400,"nissan",37741
13000,"nissan",27488
16500,"nissan",37452
13900,"nissan",39797
16500,"nissan",36714
13900,"nissan",36207
13900,"nissan",38563
13900,"nissan",39885
12100,"nissan",41852
16500,"nissan",39454
16500,"nissan",40203
13900,"nissan",34547
3700,"nissan",75858
18800,"nissan",31123
9200,"nissan",33808
30100,"nissan",30599
9200,"nissan",33931
11100,"nissan",40359
13900,"nissan",44313
9100,"nissan",33078
22800,"nissan",24320
13900,"nissan",42502
12600,"nissan",33497
9200,"nissan",39577
12100,"nissan",36974
9200,"nissan",41220
2300,"nissan",1
13900,"nissan",41539
9500,"nissan",19646
13900,"nissan",39924
1700,"nissan",33279
13900,"nissan",40259
10400,"nissan",25264
9200,"nissan",35677
7400,"nissan",35511
9200,"nissan",33027
7800,"nissan",23609
9200,"nissan",34553
9200,"nissan",31594
9200,"nissan",32557
9200,"nissan",31371
